review ID,review name,reviewer's name,reviewer's profile,review rating,review date,review text,verified purchase,vine customer review of free product,images
R2SCI0QXADK7DD," Good and reasonably priced",Basam Nikhilesh reddy,https://www.amazon.in/gp/profile/amzn1.account.AFJEIHNLGHCNW4PGKN75S4OCY4WA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"October 16, 2019","Good product by Amazon. I may be one of the first customers to have bought on the launch day itself. Basically this is a re-branded BPL refrigerator, which had very good reviews and that gave me the confidence to buy this. Features are good and very easy to use. Delivery was done after 4 days, to my home at 2nd floor, with a very minor dent. Overall the delivery process was good. Blue dart did a good job here. Installation and demo was done too. I feel its worth the money.
Space is more than adequate for a moderately large family needs. I wish the frozen section to be having a little lesser space because of our needs, hopefully makers will take a note of this and provide different configurations for the frozen section.
After using the fridge for a week, I can say that cooling is really good. Water dispenser is a great feature to have, because you don't have to open the fridge door for water which actually keeps the power bills down. It's huge and silent.
Need to check power bills after a month's use.
Would I recommend this product- Definitely Yes.

Reserved one star for later. Will update the review after a few days of usage.",true,false,
R2W8ICS8LHJZFX," Don't think, just buy!!! It's worth it",Amazonian,https://www.amazon.in/gp/profile/amzn1.account.AFHIKX36BFJAM22MIG3MXZEVGBZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 24, 2019",Awesome product & unbelievable price! I came across this product while looking for a regular refrigerator and liked it instantly. It looks very rich and water dispenser feature is very useful which is also easy to fill & clean. Capacity wise this is very convenient and it has an energy efficient mode to save on electricity bill. I found the spacious freezer compartment quite user friendly as now I can put any number of ice trays directly on the shelves.,true,false,
R1V6IXBGT6G0ZA," Definitely recommend buying it. Worth the value.",Harish,https://www.amazon.in/gp/profile/amzn1.account.AEQAJWKTD7E6DO7F5TSPAYFCLP3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"June 13, 2021","After 2 months of usage writing the below review
Initially while picking up the refrigerator to 2 floor, there was few dents happened. And inside a shelf was broken, which we did not exchange, but managed somehow, as not just part, whole refrigerator needs to be replaced. Later that day after installing it, the refrigerator became too much hot when we used for the first time. Gradually after 2 days the refrigerator started working completely normal. Now its been 2 months haven’t faced any issue in it. A happy customer of this product. Would definitely recommend buying this. But please be careful in transit from vehicle to home.",true,false,"https://images-na.ssl-images-amazon.com/images/I/C1IJLn5yAsS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1wGlPUxHpS.jpg"
R199Z4C5X709WZ," Very Moderately Priced Side by side Refrigerator",Arun Antony Jozy,https://www.amazon.in/gp/profile/amzn1.account.AHDNYJ4734YHK5JS6BEO7W5GYU2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"July 30, 2021","The Refrigerator purchase could be described as a steal. I made use of 12 Months No Cost EMI. My old fridge got spoiled unexpectedly & we had to get it on urgent basis. The last one worked about 10 years. I am little apprehensive about 'This Beauty'. Maybe it would give peace of mind for Considerable time... Who Knows...I went ahead to see how responsive is their Warranty Service... Not Disappointed...
I cannot give a very quick answer to how energy efficient the product is... It is a Silent Performer...Claim to have Artificial Intelligence...I managed to get a Vguard Stabilizer for this big a Refrigerator... Hope it will be our family Chiller & food Saver for a considerable time...",true,false,"https://m.media-amazon.com/images/I/B1B5CB9ZplS.jpg
https://m.media-amazon.com/images/I/B1m23kBJ3AS.jpg
https://m.media-amazon.com/images/I/B1odBSJSpMS.jpg"
RQ5WTH8W8DZVM," Best bang for your buck",Akshat Singh,https://www.amazon.in/gp/profile/amzn1.account.AHPLSFBMOFYI2IMFQTZMA5GY2AQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"May 27, 2020",The refrigerator is best value item in its category. The issue is with delivery as the item arrived with a dent. Although it isn't big but it clearly seems it was caused due to poor handling of the item. I chose not to return as what mattered to me was that the refrigerator should work fine. So I did not wait for installation as it was fairly simple. I with the help of my brother and father I was able to set it up and switched it on and set the temp to max freeze and max cooling. I started to get worried as freezer was starting to cool better by each hour but the progress was slow on the refrigerator section. So then I left it for 6 hrs and even after that the cooling was not optimal. But then I did some research and found out that I should give it 24 hrs so I did. And in the morning both the refrigerator as well as freezer were cooling and freezing at their best. So it was all about giving it time. Water dispenser works effortlessly. The modes are simple to understand and operate. After that morning I set the mode to AI and the temp is set to save electricity as well as provide sufficient cooling in both the sections of the fridge. Although I have not yet used the ice cube box but I know it will work fine as well because the freezer does get real cool in no time when switched to super freeze mode. The shelf is glass so gives you premium feeling. The sides and back get warm so would recommend to put the refrigerator in such a place where people especially kids do not get access to sides or back of refrigerator easily. Overall the fir and finish is superb. Only thing that stopped me from giving 5 star is the dent. I didn't want to go through the hassle of return and replacement thus chose to ignore but this could have been avoided easliy with extra care. Rest the refrigerator is best bang for your buck as it has ample storage for a family of 5-7 and has premium looks along with features.,true,false,"https://images-na.ssl-images-amazon.com/images/I/616N0gr6FgL.jpg
https://images-na.ssl-images-amazon.com/images/I/61U8LGaWB3L.jpg
https://images-na.ssl-images-amazon.com/images/I/71D4QpUmnvL.jpg
https://images-na.ssl-images-amazon.com/images/I/71VbIhYwrYL.jpg
https://images-na.ssl-images-amazon.com/images/I/71f8hV53-3L.jpg
https://images-na.ssl-images-amazon.com/images/I/71qPkMW8ukL.jpg"
R163RHJ47YPQ23," Worst product",Samad,https://www.amazon.in/gp/profile/amzn1.account.AHBVFNADZFHSJG2WOGU4KGGF7GFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"July 29, 2021",It was a mistake to purchase Amazon basics instead of other brands. From installation service to product performance i realise my mistake. Even in first month it is required to get the technician for poor cooling performance. My suggestion to all who are planning to buy amazon basics pay extra but go with reputable brands and sit assured that it will work for you.,true,false,
RK5VRA56RHY0B," Fully satisfied",RamBabu,https://www.amazon.in/gp/profile/amzn1.account.AHHORNDVJSHVSJ5BICQHKEEXAKDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 8, 2021",I was little skeptical after reading couple of negative reviews. Basically the negative reviews was only for the installation. Infact this is just a fridge so it just plug and play. I also had the same problem like the installation no body turned up but it was not a problem for me I opened the pask and connected by reading the user's manual. I am very much satisfied. Value for money. It's very spacious and very effective cooling.,true,false,
R1PVFZTZD78B9N," Demo & installation service was worse since technician was not experienced & trained enough.",Soniya Motwani,https://www.amazon.in/gp/profile/amzn1.account.AHJK2F65HICFA4QUPJ4PG4SQJ5MQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"May 2, 2021","Product was delivered on the set date

However Installation service was delayed & The technician who came for installation & demo was himself not acquainted with the refrigerator functions & its parts.
He damaged our refrigerator's ice tray as he tried to open it with the screw driver.

Questions asked were not answered appropriately.
Demo was not satisfactory.
Use of AI function was also not demonstrated by the technician.

The technician asked us to read the user manual & use the product.

Installation service was not at all of any use to us",true,false,
R39ESWGBJQ9A0G," WORST SERVICE FROM AMAZON BASIC",BS KUMAR,https://www.amazon.in/gp/profile/amzn1.account.AEMVYCTRH3MARBSRTJLYAKAKMIFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"December 22, 2019","Very pathetic service from amazon basic and amazon .
I waited for 15 days just for the installation and still following up with amazon.
Totally irresponsible people who don’t care about whether the customer product has been installed or not .
Interesting thing was the installation was supposed to happen in MYSORE district but the ticket was assigned to ANDRA PRADESH .

When it comes to amazon customer service it definitely has declined to worth from better.
I think before they hire a agent first skill a agent should have is “ lie to customer face “

My sincere caution if you wanna go for amazon basic product .
1. Forget about the service
2 . Get ready to take lot of wrong commitments from them .

Never ever I will buy anything from amazon basic in my entire life .",true,false,
R1247TJH2JXINO," Never ever ever ever buy this product.",Manish aggarwal,https://www.amazon.in/gp/profile/amzn1.account.AGQWXCJXRB4QF5T2IH5GGNYVL32A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"September 21, 2021","Don't buy this product at all...it's a big scam
As product will work fine....but once it shows any sort of problem don't expect an iota of help from amazon customy care team...cos they only care for selling product and nothing abt after sales service.
My fridge started showing frosting issue after 10 mnth of usage...had called and registered complaint for around 20times since May 2021 yet no solution nthing till date...terrible
If u ready to invest around 50 k on a product which may stop wrking then surely go for this product else choose wisely where to spend ur hard-earned money",true,false,
R37CFUNTVF28SP," Value for money",siddharth,https://www.amazon.in/gp/profile/amzn1.account.AHZ4BU62Z2U4MECZCIES65CGUNEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 27, 2019","It looks like one of those bpl side by side... Its a nice fridge and i dont know the unit consumption in real world since i found the product delivering better than expected ... It has a water dispenser which is nice and touch sensor for airflow and temp which is effective .. even with settings at the minimal side the cooling is good , so there is no need to seewhat is does in maximum side
Only down side would be it is not IoT based product so it won't respond with voice command :D...i really dont have any negative for this price point",true,false,
R2J5JN462Y2Z3C," Definitely a “Value for money” purchase",ROHIT G.,https://www.amazon.in/gp/profile/amzn1.account.AGZD3VAJTY7MZAOF4YAXN7OKHDQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 13, 2019","I got this refrigerator for an effective price of around 35k (incl. 5k cashback). I can see the current rating of the product is out of frustration for the product being not installed and pathetic customer service. I was lucky enough to have the product delivered and installed on the same day.

Though the Team who came to install the product had no idea about the touch controls, they setup the internal shelves very well.

Coming to the refrigerator, this is my first side by side refrigerator. So I don’t know how one is expected to work. The left part of the fridge is a freezer and the right one is a normal fridge. It’s a frost free refrigerator, so no ice forming in the freezer part. Maybe because of this functionality, the freezer part is a bit moist/wet (but not leaking) whenever I checked.

The cooking is absolutely fine. The freezer is freezing everything into ice and the normal refrigerator is doing it’s job. The touch controls are pretty straight forward (ice -> left & wind -> right).

There’s an AI mode to adjust temperatures automatically. All it does is override manual setting to a predefined temperatures. It doesn’t adjust to room temperature.

Finally, it’s from Amazon Basics. We wouldn’t know how this brand’s products work unless we use them because they are offering products at a very low cost which makes one think if this will work and if it does for how long. I went ahead and took the risk. Let’s see! Pros and cons time!

Pros:
1. Value for money (if it continues to work)
2. Solid Material and build
3. Simple controls
4. Efficient cooling
5. Has wheels (which will be locked after installation) for moving.

Cons: (Updated)
1. Huge product. Difficult to carry it up the building. Added a picture for comparison with 260 Ltr normal refrigerator.
2. High ceiling required to unbox this inside home as the box has to be removed by moving it straight up or the whole package has to be bent and then the box can be removed in an angle. This requires at least 4-5 people.
3. Slight chances of finger(s) getting stuck while closing doors. Look out for that!

I’ll update more when I find something out of ordinary.

For any other questions, you have a questions section here or you can reach out to me personally. You can look me up. Would love to help.",true,false,"https://images-na.ssl-images-amazon.com/images/I/41v4sR1M8-L.jpg
https://images-na.ssl-images-amazon.com/images/I/61bK76OJRAL.jpg
https://images-na.ssl-images-amazon.com/images/I/61vOWm8pInL.jpg"
R1OUV9DLJQY3NI," Worst post sales service ever!!!",Siddhant,https://www.amazon.in/gp/profile/amzn1.account.AH6UMJ2DCFD2GDJB4NC56ADGGANQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"February 1, 2020","The product is decent value for money but the service for warranty claim in the worst i have ever witnessed. QDigi their local vendor in Gurgaon is incompetent and keep cancelling service requests.
This even happens after speaking with customer support. By far the worst post sales service ever.",true,false,
R1LISB726HO3CX," Rated 1* due to Technician Service",Manjinder Pal Singh Bamrah,https://www.amazon.in/gp/profile/amzn1.account.AFCYROLYYJRR76LPWOTE3BBVNXQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"November 21, 2020","The refrigerator is excellent but the installation service is extremely poor. No body visited for installation on repeated requests and the customers care team, who is genuinely co operative advised me to call the local technician for installation and the amazon will pay INR 1000 , which will redeemed from the bill. Overall the refrigerator is excellent.",true,false,
R5HPMFFVZDS9Q," Value for Money Fridge",Krishnaprasad,https://www.amazon.in/gp/profile/amzn1.account.AHHDKTWVFSUNAVVMESRQVQHEKA2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 17, 2019","Writing the review after a month of usage. Amazon delivery was very good and the installation was professional. Even though it mentioned within 48 hours, they came on the same day evening.
The fridge is very spacious and the automatic function of temperature control is easy and works very well. the racks can be arranged at various levels which is very useful. The power consumption also doesn't seem to be high. they have suggested to use a stabilizer and i am using the V Guard stabilizer with it. This has a 15 amps plug.
The sides get a little hot but it is manageable. Water dispenser is also good but i dont use much.",true,false,
R1XSWRMNHKFQ6M," Great product, ample space, silently working beast",amit pandit,https://www.amazon.in/gp/profile/amzn1.account.AGZ2BDUHWLCVQQKSQ3R6QAN7G7PQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 9, 2021","Great product, in time delivery and proper installation. Pertty silent working, minimal noise. It's huge, didn't fit in the usual paseesnger elevator. So the delivery personnel arranged more men and had it delivered to my fourth floor house. And yes, a 2 liter bottle actually fits in well in the side rack :)
Installation personnel advised using a stabilizer, though not absolutely essential, but advisable... We set up a VGuard Stabilizer VGSD 100 Supreme available on Amazon",true,false,"https://images-na.ssl-images-amazon.com/images/I/91e1qJbMJ2L.jpg
https://images-na.ssl-images-amazon.com/images/I/A1tf9d2XZJL.jpg"
R2YQW67JUQ98P3," Reviewing after 6 Months",Johnson,https://www.amazon.in/gp/profile/amzn1.account.AED454TLEE7SN7NL6RJ2IG2XSANQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 11, 2021","Refrigerator is working fine.. no complaint till date. Do not worry about the delivery and packing. It is safely packed with all precautions. Once the product is delivered .. keep the refrigerator ON for atleast 12-24hrs, and then start storing things.

Only thing which went wrong for me is.. A small knob/bush is missing at the bottom of the door.. which makes sound while the door opens/closes. Anyway's I got compromised on that as I don't want to return the whole product for it.

And regarding service I have no idea of what to do .. if my refridgerator gets a complaint. Let's hope this product give a good service.",true,false,
R3LJVDAN1KV8TK," Bad",sandeep garg,https://www.amazon.in/gp/profile/amzn1.account.AH4EM547UYUTP74OHT45BQFELMGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 17, 2021","Only buy if you want to have an expensive piece of junk within 2 years.

Stopped working in October 2021 and no parts available with company.",true,false,
R2NTXLUTDJG5Z," Amazing refrigerator",Dimple,https://www.amazon.in/gp/profile/amzn1.account.AHTOM4D7LFEZFOT2Q2SMPSFYFL4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 14, 2020","Absolutely worth spending your money. Don't confuse bw new company vs LG/Samsung comparison. Tge difference in cost is because of marketing cost and brand value in existing consumer market.

Pros :
Enough space.
Silent operation
Don't need anyone to install, just plug and use.
Two modes : Auto ( AI ) and manual
Water dispenser is an added feature.
Looks energy efficient till now.
Looks, build quality and shelve arrangement is too good.

Cons : People will continue to compare it with LG / Samsung, so stay cool and save your money 😂",true,false,"https://images-na.ssl-images-amazon.com/images/I/61LXhLuUYNL.jpg
https://images-na.ssl-images-amazon.com/images/I/61n45PccBML.jpg
https://images-na.ssl-images-amazon.com/images/I/61yIyuxNiOL.jpg"
R573FMG16PH8N," A must buy product with....",Prateek Panwar,https://www.amazon.in/gp/profile/amzn1.account.AE26RRSPEEYTB5XEQCYC6H5IWPRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 20, 2019","First I was not sure about this product as it is not a known product like other brand. As it has name Amazon basics but the product is manufacturing and marketing by Cloud tail company.
Now coming to the product details:
It's a very good product and and very stylish. It has water dispenser outside the fridge so you don't have to open the fridge multiple times. It has large space for your need. Cooling is perfect you can control the temperature outside the fridge and also you can use built in AI function.
Overall A superb product by Amazon basics. So, buy it without any hesitation as its price is lower than other brand but it is a durable product.",true,false,"https://images-na.ssl-images-amazon.com/images/I/61O3OC3zp9L.jpg
https://images-na.ssl-images-amazon.com/images/I/61ePnSXvYtL.jpg
https://images-na.ssl-images-amazon.com/images/I/71ABYJ5v7vL.jpg
https://images-na.ssl-images-amazon.com/images/I/71AsNGxiTmL.jpg
https://images-na.ssl-images-amazon.com/images/I/71CRkdxMSkL.jpg
https://images-na.ssl-images-amazon.com/images/I/71IcQ2TE4OL.jpg
https://images-na.ssl-images-amazon.com/images/I/71bOtVQBv4L.jpg
https://images-na.ssl-images-amazon.com/images/I/71jJRFJAXcL.jpg"
R1YHDU6Y9OWLCG," Good one. Worth it. Recommended. 564 ltr silver",BRINE THOMAS,https://www.amazon.in/gp/profile/amzn1.account.AGPCNCHOQJQJHFL45YOVNZG4FBXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"March 6, 2021","After 40 days of usage, I am happy for this purchase. I got 564 ltr silver model at 43K. Everything is ok. Earlier used samsung 560 ltr model, same as samsung. Will update the energy efficiency after 2-3 months. Recommended deal.",true,false,"https://images-na.ssl-images-amazon.com/images/I/61ALN5S8YML.jpg
https://images-na.ssl-images-amazon.com/images/I/61s6-v3VxUL.jpg"
R136DXUQ3XRE6U," Great looks and value for money",sumeet shirish kulkarni,https://www.amazon.in/gp/profile/amzn1.account.AHZJ2MKRC3A5CGKAQQAABNGL7K5Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 4, 2019",Day 1 review simply based on looks. The refrigerator looks stunning and is very spacious. The built feels sturdy and robust. Upfront looks to be a great value for money product. I got a discount of around 8k in anazon great indian sale. Will update the review after 3 months after usage.,true,false,"https://images-na.ssl-images-amazon.com/images/I/618YNC13+PL.jpg
https://images-na.ssl-images-amazon.com/images/I/71A+J-U3xqL.jpg"
R1ID39SCD51L68," Never Ever Buy Large Appliances in Amazon",Sakthi,https://www.amazon.in/gp/profile/amzn1.account.AGAZVZLFVAQ3ENVLJ5U6DYNJXSQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 29, 2021","After 3 months,Bad odour comes from the refrigerator.I cleaned everything but the bad odour still comes.I called customer care and their support is very very disappointing!From September 26,2021 to October 28 2021,The scheduled meeting was keep on changing by themselves and the service provider is yet to come!Customer Care and support for large appliances in Amazon is very very bad..Don't buy Large Appliances in Amazon!Go for offline Stores 🙏",true,false,
R1IRA4PVPTYUC5," A badass deal from Amazon...",Abhay Parashar,https://www.amazon.in/gp/profile/amzn1.account.AG37YIPKXVA25BS2Q5DXFFWLXPJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"October 5, 2019","It's indeed a much bigger one and functioning wise as well, no complaints. Feels like Paisa Wasool.",true,false,
R3KM9YH35UCK9E," Worst products Don't buy",Arth Agrawal,https://www.amazon.in/gp/profile/amzn1.account.AHSSSHEI56NCD753ZC4DLZZSVRLQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"September 14, 2021","I have purchased my refrigerator on 3rd March 2021, and i got delivery on time ,but the main problem is the worst service of the company.
My refrigerator has not working due to chip shortage,and I contacted 15times in one month,but the parts are not replace till now.
So I clearly said that you can go for LG, samsung and other companies.",true,false,
R1I5PHZ9PUKFX4," Super Buy",dr.prakash babu,https://www.amazon.in/gp/profile/amzn1.account.AFX4DGLALO5CRP7PNLJEJ2Y3SC7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 24, 2020","Superb product at an exellent price.
I hav been using it for 3 months now.
No issues...design exellent,cooling good,no strain on electricity bills.
Absolutely no issues.
But I guess they still dont have the service network.
But amaxon will give you solutions...they r the best.
Go for it without any apprehensions...why pay double for a similar fridge.",true,false,
R1KZCFJG08NPQU," Must Buy !!! 5 Star Rating Product.",Gagandeep Sagar,https://www.amazon.in/gp/profile/amzn1.account.AEN337BEEYFIBUYQR2WMT2CAC4QA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 5, 2021","Five star to the dly guys as well as installation team...both dly and installation is done before time..

i give 5 star to the product as well ... for its looks, features and space in the given price...

Amazon Team---You Rock",true,false,"https://images-na.ssl-images-amazon.com/images/I/914eBbXRQTL.jpg
https://images-na.ssl-images-amazon.com/images/I/915CBzIHbyL.jpg
https://images-na.ssl-images-amazon.com/images/I/91RNH9n-EFL.jpg"
R3MN11ECTS6STJ," Awesome product & timely delivery",Rohit,https://www.amazon.in/gp/profile/amzn1.account.AHV6HWR5XVYE4YKFKPAG6CACOS2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 6, 2019","Beautiful fridge. Everything is perfect. Thank you amazon for making an affordable quality fridge and selling it via Amazon basics.

The AI function monitors the fridge temperature and keeps refrigerator at 5 degree while freezer at -18 degree for optimum power use and cooling. The water outlet is cool too. It has a storage of 3L and you can take out the water without opening the fridge, hence, saving the energy and maintaining the cool inside the fridge.

It is spacious and cooling is very efficient. Every unit consumption is lesser than my older fridge which was 350L while this is 564L.

The quick cool function allows you to cool the fridge quickly allowing item to retain their nutrients.",true,false,
R3FLTMRI1N8SEE," Refrigerstor is good. But no installation service by amazon basics.",Vihang,https://www.amazon.in/gp/profile/amzn1.account.AE2IUVE2Y74WDU5PMFJ3AFKB7TOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"October 25, 2020","Refrigerstor is good. But no installation service by amazon basics.
They will just make you fool, fake registration for service request.",true,false,
RJSE4DYOH5RIM," Should buy it.",SARAVANA KUMAR,https://www.amazon.in/gp/profile/amzn1.account.AHK54XD7DPYOR36NYKOU4HYAGOUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 5, 2020",So happy for the side by side refrigerator for so low price range. First grade. Frost free tech is so in handy. Storage space is so much better than other company. No issues till now. Tanks for amazon for the great product.,true,false,
R24CYOYNRASY1R," Buy this if you want big fridge in small budget",Akash R.,https://www.amazon.in/gp/profile/amzn1.account.AGAMD6LZCQMKO2MXGZNJDZBNGOTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 5, 2019","Best side by side refrigerator with lowest price I bought this on sale when price was 38999 RS and also I got 5000 RS cashback in amazon pay because of prime cashback offers so I'm very happy to have this kind of big refrigerator in my house

I was bit confuse while buying this fridge because My flat is on 6th floor but amazon delivered it and also installation done in 24 hours.",true,false,https://images-na.ssl-images-amazon.com/images/I/61whk-olQ-L.jpg
R1U4203FOCQCP0," Value for money",Shakeel,https://www.amazon.in/gp/profile/amzn1.account.AFQSNDWJSJNBRO4ZB55PZYSHQWUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 15, 2022",Video Player is loading.,true,false,
RU1HKGMYNFQ5O," Excellent value for the money paid!!",Kiran DSouza,https://www.amazon.in/gp/profile/amzn1.account.AEM4B4YJIPZSPJ7WEFUJU2DCPOAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 7, 2021","I was a bit apprehensive about purchasing a fridge from Amazon and that from their own brand. However when we received the fridge I found that it was made by Hisense, whose own similar spec product on Amazon is costing atleast ₹25000 more. Although it's just over two weeks since we are using the fridge, I I think it's worth every paisa!! Not very sure of energy consumption though as I will need to wait for the energy bill!!",true,false,
R2TI1NOE9QXSHU," Worst Installation and Service from Amazon",srinivasa chinthala,https://www.amazon.in/gp/profile/amzn1.account.AGV7XQ6ZUHKLMDV75PAZTGAI4VPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"November 23, 2020","Product is Good, But Worst Installation And Service from Amazon. People from service team are not responding and not giving proper response it . I brought the frige at 12 November till now there is no proper person from Installation Team . Have been calling to the team almost 100 times but the way they are behaving is Irresponsible....1 STAR for Installation team but 5 STAR ⭐ for the Product",true,false,
RFLWWCKBZJMW6," Quality s good and worth for money👌",Rags,https://www.amazon.in/gp/profile/amzn1.account.AE4ICCHXH6ZESBIRX4U3WAY4YV2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"October 23, 2019","After usage of 10months i can say this s excellent.
---------
Previous review:
I used this fridge for 15 days now.
No issues so far.
Installation was done as mentioned no issues for me.
In this price range you can't get any similar fridge from any other company. 😍",true,false,https://images-na.ssl-images-amazon.com/images/I/71MVQ8Z2jKL.jpg
R3GQR3OOH11XTS," Wonderfull purchase",Yalla siva prasad,https://www.amazon.in/gp/profile/amzn1.account.AFAKNKCPHFRR55AZWOGN66JMZC5Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 6, 2021","Nice working ,user friendly, spacious, need big kitchen to land it, all is well, delivery in 2 days after purchase Just like jet speed but delivery persons asking tips from me,I also helped them to carry the item, because it's my hard earned money. I gave them money finally, argument is thare. Worst experience. Amazon take actions about such behaviour.",true,false,
RO213PDLOC2LH," Poor response",bhaskar sankabathula,https://www.amazon.in/gp/profile/amzn1.account.AHTSTAAOZY3GWR26BYZAIUIOPPMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 10, 2019",Very very poor response......as we intimated many times that we need demonstration of product as it is new lounge....but know one is responding from amazon,true,false,
R2JGPRD6DP42CZ," Bang for the Buck, However corners were cut",Sahil,https://www.amazon.in/gp/profile/amzn1.account.AH3M5IJKH2IPURC647Q47HPZQSXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"January 3, 2021","One line: Overall, for the price, i'm pretty happy.

The product is definitely not comparable to Samsungs/LGs/Whirlpools of the world, because it costs half of what they cost.
Most importantly, plastics definitely feel cheap.
Gets the job done.
If it last more than 5 years, I'd be happy.",true,false,
R2MM1BNLI6V4WK," Bad product band bad service",Ramesh Shetty singitham,https://www.amazon.in/gp/profile/amzn1.account.AETJHSIWGHEOW42SA76JDQNOI76Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"May 26, 2020","Don't buy products on Amazon, they are not good quality. Even service is big issue. No one came for installation. They cancelled slot with our visiting site and Updated as site not ready.",true,false,
RZIY2QJSAFERX," Worst",Mubashir,https://www.amazon.in/gp/profile/amzn1.account.AH6RCZSY37VLCXYJRUD3GCTNIM4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 12, 2019","Worst service by Amazon team , product delivered on 4th but no response from Amazon for its installation inspite of continously reminding them daily till now so returning the product",true,false,
R2YM36NK3ZG13D," Very poor service",Susovan Mandal,https://www.amazon.in/gp/profile/amzn1.account.AGRCS76VHHNUZW476UO3B7JFHTDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"June 19, 2020","I have experienced very very very poor service of Amazon basics product. It's more than one weeks I have lodged complaint for my refrigerator. But they are replying that parts not available.

So please, check about the service before buying any products from Amazon basics.",true,false,
R1FP1S2VXHQMI1," Technician service has to be better",shilpi,https://www.amazon.in/gp/profile/amzn1.account.AGL4ULEYVOOOC6LJIUN3BEKGY3XQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"April 17, 2021",It stopped cooling in a day so wanted a replacement but they asked me to return,true,false,
R1SBC14WNM11BD," Cheap quality product.",KK,https://www.amazon.in/gp/profile/amzn1.account.AH3ZWKRIMA7BFEO4DBOUG4GCDW4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"September 26, 2021",Cheap quality product. Stop working even before two years. Don't recommend at all,true,false,
R1H4IF9G6ATVZS," DON’T BUY!",Amazon Customer,https://www.amazon.in/gp/profile/amzn1.account.AHN3EQ4P5UQPZGI6356WJYOQC3BQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 19, 2019","Not bothered about installing the product on time. The product has also stopped working properly in less then a week’s time. Nobody picks up the call on seller’s numbers.

For piece of mind, better to go for some other brand!",true,false,
R3NF0FXHYYMMSS," Pathetic Quality.. Got Spoilt in 6 months",Jason Cutinha,https://www.amazon.in/gp/profile/amzn1.account.AGF7O7KWDBGILN5KRS6AKZDHS44Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"August 19, 2021","The refrigerator is pathetic quality..
Got spilt within 6 months
As a brand can't trust it..
Add to it the service guys never turn up

Was waiting for 3 weeks so that someone can attend and redress the problem

No help from Amazon though it is thier own product

Better to buy known brands at least we know about the quality",true,false,
